transaction_id,customer_id,timestamp,category,amount_usd,payment_method,status
TXN-100296,CUST-74500,2025-07-06 06:37:31,Apparel,19.58,PayPal,Approved
TXN-100297,CUST-13469,2025-08-14 10:17:18,Electronics,1040.94,Bank Transfer,Approved
TXN-100298,CUST-85287,2025-05-29 01:23:02,Beauty,115.28,Apple Pay,Approved
TXN-100299,CUST-17172,2025-11-19 19:15:05,Home & Kitchen,180.51,Apple Pay,Approved
TXN-100300,CUST-94843,2025-11-05 22:07:21,Home & Kitchen,334.54,Apple Pay,Approved
TXN-100301,CUST-33004,2026-05-08 09:33:40,Beauty,75.51,Bank Transfer,Approved
TXN-100302,CUST-28187,2026-04-29 07:00:45,Electronics,430.53,Apple Pay,Approved
TXN-100303,CUST-57156,2025-10-19 14:04:27,Beauty,194.82,Credit Card,Approved
TXN-100304,CUST-10373,2025-11-21 11:47:11,Beauty,178.26,Credit Card,Approved
TXN-100305,CUST-10373,2025-07-01 16:20:02,Home & Kitchen,61.23,Bank Transfer,Approved
TXN-100306,CUST-94423,2026-02-23 09:19:00,Electronics,957.38,Bank Transfer,Approved
TXN-100307,CUST-94067,2025-11-29 22:14:28,Apparel,99.62,Credit Card,Approved
TXN-100308,CUST-69288,2025-07-24 14:50:00,Electronics,817.05,PayPal,Approved
TXN-100309,CUST-98356,2026-04-09 14:20:56,Apparel,132.34,Credit Card,Approved
TXN-100310,CUST-43073,2025-06-08 21:10:05,Electronics,474.2,Apple Pay,Approved
TXN-100311,CUST-35956,2025-08-02 15:42:19,Home & Kitchen,347.73,Credit Card,Approved
TXN-100312,CUST-92981,2025-11-14 15:04:33,Electronics,545.28,Credit Card,Approved
TXN-100313,CUST-24823,2026-05-23 11:23:07,Beauty,109.21,Bank Transfer,Approved
TXN-100314,CUST-90329,2025-07-13 23:22:28,Books,27.86,Bank Transfer,Approved
TXN-100315,CUST-15952,2025-08-29 16:09:55,Beauty,198.69,PayPal,Approved
TXN-100316,CUST-58411,2026-03-09 06:40:57,Books,31.95,Bank Transfer,Approved
TXN-100317,CUST-69288,2025-09-24 03:01:23,Apparel,99.63,Credit Card,Approved
TXN-100318,CUST-85119,2026-04-28 16:08:58,Electronics,1184.65,PayPal,Approved
TXN-100319,CUST-77611,2025-05-31 05:11:35,Electronics,198.31,PayPal,Approved
TXN-100320,CUST-23607,2025-08-19 05:35:00,Apparel,139.58,PayPal,Approved
TXN-100321,CUST-79792,2025-09-14 11:39:03,Electronics,387.11,Bank Transfer,Approved
TXN-100322,CUST-49391,2026-03-30 02:30:56,Home & Kitchen,367.14,Credit Card,Approved
TXN-100323,CUST-15138,2025-06-30 15:46:26,Electronics,66.94,Credit Card,Approved
TXN-100324,CUST-68933,2026-01-25 11:15:51,Home & Kitchen,138.75,Bank Transfer,Approved
TXN-100325,CUST-94423,2026-04-13 04:55:23,Electronics,413.72,Bank Transfer,Approved
TXN-100326,CUST-28829,2026-05-15 04:03:36,Apparel,34.56,Apple Pay,Approved
TXN-100327,CUST-71272,2026-03-14 17:10:24,Apparel,100.01,Bank Transfer,Approved
TXN-100328,CUST-85287,2025-06-11 19:19:56,Books,47.8,Apple Pay,Approved
TXN-100329,CUST-94843,2025-11-16 18:38:52,Home & Kitchen,43.04,Apple Pay,Declined
TXN-100330,CUST-77611,2025-08-12 00:43:53,Beauty,147.88,PayPal,Approved
TXN-100331,CUST-14967,2025-07-07 20:42:43,Home & Kitchen,242.17,PayPal,Declined
TXN-100332,CUST-38795,2025-08-21 02:49:03,Books,37.39,PayPal,Approved
TXN-100333,CUST-48706,2026-02-16 19:38:47,Books,21.33,Apple Pay,Approved
TXN-100334,CUST-86119,2025-12-20 08:30:46,Books,16.29,Credit Card,Approved
TXN-100335,CUST-73638,2025-07-10 23:14:30,Apparel,124.59,PayPal,Approved
TXN-100336,CUST-50752,2025-09-05 15:49:27,Beauty,140.08,Apple Pay,Approved
TXN-100337,CUST-57615,2025-06-17 10:26:45,Electronics,670.98,Bank Transfer,Approved
TXN-100338,CUST-36459,2026-04-27 14:21:52,Apparel,56.78,Bank Transfer,Approved
TXN-100339,CUST-18770,2026-02-23 18:32:41,Apparel,140.01,Credit Card,Approved
TXN-100340,CUST-28187,2025-11-12 20:22:55,Books,28.39,Apple Pay,Approved
TXN-100341,CUST-72270,2026-05-10 10:32:14,Electronics,317.8,Apple Pay,Approved
TXN-100342,CUST-73927,2026-05-16 13:10:29,Beauty,70.99,PayPal,Approved
TXN-100343,CUST-97735,2025-08-07 19:34:31,Apparel,40.96,Apple Pay,Approved
TXN-100344,CUST-96542,2025-08-25 05:16:02,Beauty,117.24,PayPal,Approved
TXN-100345,CUST-67299,2025-08-02 05:07:30,Electronics,1111.01,Credit Card,Approved
TXN-100346,CUST-34398,2026-01-08 18:29:23,Books,41.49,Credit Card,Approved
TXN-100347,CUST-14314,2025-12-27 15:23:16,Home & Kitchen,217.39,Credit Card,Approved
TXN-100348,CUST-89786,2025-11-29 15:34:37,Beauty,102.4,Apple Pay,Approved
TXN-100349,CUST-96218,2026-03-03 00:27:56,Home & Kitchen,181.86,PayPal,Approved
TXN-100350,CUST-28837,2025-12-03 18:20:59,Electronics,439.67,Bank Transfer,Declined
TXN-100351,CUST-65616,2025-09-16 06:28:10,Electronics,108.65,Bank Transfer,Approved
TXN-100352,CUST-74500,2026-01-23 12:35:39,Electronics,1042.42,Credit Card,Approved
TXN-100353,CUST-28764,2026-05-05 23:58:25,Electronics,345.77,Credit Card,Approved
TXN-100354,CUST-71272,2025-06-11 13:07:52,Beauty,84.69,PayPal,Approved
TXN-100355,CUST-36246,2025-11-17 21:25:53,Apparel,148.88,Credit Card,Approved
TXN-100356,CUST-10920,2025-07-14 07:17:23,Home & Kitchen,377.64,Credit Card,Approved
TXN-100357,CUST-52497,2026-02-21 05:01:41,Electronics,346.59,Bank Transfer,Approved
TXN-100358,CUST-23751,2025-10-28 22:16:46,Electronics,216.52,PayPal,Approved
TXN-100359,CUST-20694,2026-03-26 17:08:28,Home & Kitchen,244.12,Credit Card,Approved
TXN-100360,CUST-28829,2026-01-23 21:22:27,Home & Kitchen,161.24,Apple Pay,Approved
TXN-100361,CUST-80402,2026-05-09 16:03:14,Books,16.74,PayPal,Approved
TXN-100362,CUST-43073,2025-12-22 00:51:05,Electronics,588.08,Credit Card,Approved
TXN-100363,CUST-89129,2025-12-27 21:26:11,Apparel,25.5,Apple Pay,Approved
TXN-100364,CUST-57068,2026-05-15 05:10:00,Apparel,120.07,Bank Transfer,Approved
TXN-100365,CUST-36254,2026-03-13 15:33:31,Electronics,772.63,Apple Pay,Approved
TXN-100366,CUST-49637,2025-09-24 17:50:41,Apparel,79.47,PayPal,Approved
TXN-100367,CUST-17342,2025-07-01 02:57:04,Apparel,114.37,Bank Transfer,Approved
TXN-100368,CUST-47441,2026-04-25 21:44:59,Apparel,74.26,Bank Transfer,Approved
TXN-100369,CUST-68208,2025-06-16 14:15:28,Apparel,36.02,Apple Pay,Approved
TXN-100370,CUST-57513,2026-04-26 13:29:14,Apparel,50.19,Bank Transfer,Approved
TXN-100371,CUST-30635,2026-04-30 05:36:06,Books,14.57,Credit Card,Declined
TXN-100372,CUST-34409,2026-01-20 22:56:26,Apparel,90.59,Credit Card,Approved
TXN-100373,CUST-28837,2026-05-05 21:25:42,Apparel,146.04,Apple Pay,Approved
TXN-100374,CUST-48732,2026-01-01 03:02:15,Apparel,28.17,PayPal,Approved
TXN-100375,CUST-23751,2026-02-20 17:44:11,Home & Kitchen,74.85,Bank Transfer,Approved
TXN-100376,CUST-48706,2025-12-27 23:48:13,Beauty,74.77,Credit Card,Approved
TXN-100377,CUST-28187,2025-08-13 13:28:40,Beauty,64.41,Credit Card,Approved
TXN-100378,CUST-63952,2025-06-22 02:44:39,Books,18.73,PayPal,Approved
TXN-100379,CUST-36254,2026-02-19 17:18:56,Apparel,85.42,PayPal,Approved
TXN-100380,CUST-15543,2025-11-05 05:00:06,Beauty,25.06,Bank Transfer,Approved
TXN-100381,CUST-65224,2025-07-08 21:00:40,Home & Kitchen,86.62,PayPal,Approved
TXN-100382,CUST-18438,2025-12-14 12:28:18,Home & Kitchen,96.87,Bank Transfer,Approved
TXN-100383,CUST-36254,2025-08-29 02:30:37,Electronics,646.23,Apple Pay,Approved
TXN-100384,CUST-36254,2025-08-28 03:24:40,Books,13.61,Bank Transfer,Approved
TXN-100385,CUST-35855,2026-04-09 08:07:21,Home & Kitchen,114.37,Apple Pay,Approved
TXN-100386,CUST-19584,2026-01-05 03:37:21,Apparel,109.8,Credit Card,Approved
TXN-100387,CUST-96745,2026-02-21 14:17:15,Beauty,187.1,Credit Card,Approved
TXN-100388,CUST-68561,2026-03-18 16:58:04,Home & Kitchen,291.54,Apple Pay,Approved
TXN-100389,CUST-85287,2025-10-30 19:51:27,Books,33.05,Apple Pay,Approved
TXN-100390,CUST-33004,2025-11-05 03:49:39,Electronics,1147.16,Credit Card,Approved
TXN-100391,CUST-38065,2025-10-29 03:32:03,Beauty,35.53,Credit Card,Approved
TXN-100392,CUST-18022,2025-10-01 21:08:48,Beauty,44.65,Apple Pay,Approved
TXN-100393,CUST-17795,2026-03-04 16:48:44,Electronics,72.37,PayPal,Approved
TXN-100394,CUST-12562,2026-04-12 08:19:48,Electronics,1012.93,Bank Transfer,Approved
TXN-100395,CUST-47841,2025-09-10 04:08:15,Apparel,109.86,Credit Card,Approved
TXN-100396,CUST-21047,2026-02-08 03:10:38,Apparel,21.1,Bank Transfer,Approved
TXN-100397,CUST-18438,2025-08-10 23:39:53,Beauty,154.69,Credit Card,Approved
TXN-100398,CUST-74568,2025-05-27 04:56:08,Apparel,88.12,PayPal,Approved
TXN-100399,CUST-55453,2026-01-29 14:05:28,Beauty,97.79,Credit Card,Approved
TXN-100400,CUST-21167,2026-03-03 20:51:42,Books,37.75,Credit Card,Approved
TXN-100401,CUST-88026,2025-09-21 19:05:23,Electronics,943.44,PayPal,Approved
TXN-100402,CUST-52497,2026-05-22 17:39:09,Home & Kitchen,291.9,Apple Pay,Approved
TXN-100403,CUST-24822,2026-02-10 22:54:22,Books,43.91,PayPal,Approved
TXN-100404,CUST-54551,2025-09-18 13:50:52,Home & Kitchen,114.73,Credit Card,Approved
TXN-100405,CUST-48698,2026-02-25 23:29:28,Electronics,660.42,Bank Transfer,Approved
TXN-100406,CUST-36459,2026-03-28 12:12:25,Beauty,137.14,Bank Transfer,Approved
TXN-100407,CUST-37782,2025-07-14 13:32:47,Books,41.06,Credit Card,Approved
TXN-100408,CUST-29177,2026-04-22 08:40:09,Electronics,89.53,Apple Pay,Approved
TXN-100409,CUST-43073,2025-10-29 23:32:12,Beauty,61.95,Credit Card,Approved
TXN-100410,CUST-60755,2025-09-01 12:05:52,Electronics,338.17,Bank Transfer,Approved
TXN-100411,CUST-45928,2025-10-09 06:54:25,Electronics,380.65,PayPal,Approved
TXN-100412,CUST-68561,2025-12-03 09:09:03,Electronics,733.43,Apple Pay,Approved
TXN-100413,CUST-65616,2025-12-02 21:30:30,Books,33.61,Bank Transfer,Approved
TXN-100414,CUST-27251,2025-09-08 19:58:53,Beauty,34.96,Bank Transfer,Approved
TXN-100415,CUST-90329,2025-06-15 06:57:11,Home & Kitchen,124.16,Apple Pay,Approved
TXN-100416,CUST-52497,2026-01-09 18:03:56,Books,34.4,Bank Transfer,Approved
TXN-100417,CUST-36459,2026-02-10 10:05:52,Beauty,144.97,Apple Pay,Approved
TXN-100418,CUST-52031,2026-02-02 06:18:48,Books,28.76,PayPal,Approved
TXN-100419,CUST-57513,2025-10-16 03:42:13,Apparel,40.49,Bank Transfer,Approved
TXN-100420,CUST-82016,2026-04-02 14:35:38,Home & Kitchen,81.67,Apple Pay,Approved
TXN-100421,CUST-17795,2025-05-30 15:34:42,Home & Kitchen,206.73,PayPal,Approved
TXN-100422,CUST-77015,2025-07-10 13:00:15,Electronics,937.95,Credit Card,Approved
TXN-100423,CUST-94423,2025-05-31 00:30:25,Home & Kitchen,187.19,Bank Transfer,Approved
TXN-100424,CUST-61739,2025-12-12 20:09:58,Books,24.16,PayPal,Approved
TXN-100425,CUST-54551,2025-12-01 09:17:49,Apparel,71.26,PayPal,Approved
TXN-100426,CUST-26776,2025-08-15 10:39:18,Apparel,98.2,Credit Card,Approved
TXN-100427,CUST-55026,2025-12-02 06:29:16,Books,20.75,PayPal,Approved
TXN-100428,CUST-68208,2025-05-25 15:22:02,Electronics,54.97,Credit Card,Approved
TXN-100429,CUST-24823,2025-06-06 12:57:50,Books,48.51,Bank Transfer,Approved
TXN-100430,CUST-64126,2026-05-10 20:15:12,Home & Kitchen,351.65,Bank Transfer,Approved
TXN-100431,CUST-56105,2026-04-12 19:35:12,Books,37.71,Apple Pay,Approved
TXN-100432,CUST-94843,2025-06-18 16:09:27,Home & Kitchen,168.46,Bank Transfer,Approved
TXN-100433,CUST-29543,2026-01-18 20:15:31,Home & Kitchen,22.57,Bank Transfer,Approved
TXN-100434,CUST-77663,2025-11-25 22:29:37,Books,22.0,PayPal,Approved
TXN-100435,CUST-17172,2025-12-06 23:33:12,Beauty,81.63,Apple Pay,Approved
TXN-100436,CUST-49637,2026-03-27 07:59:12,Beauty,169.25,PayPal,Approved
TXN-100437,CUST-37782,2026-01-13 13:00:09,Books,45.65,Credit Card,Approved
TXN-100438,CUST-93358,2026-05-02 23:49:07,Home & Kitchen,234.68,Apple Pay,Approved
TXN-100439,CUST-59544,2026-01-28 07:35:07,Beauty,199.68,Bank Transfer,Approved
TXN-100440,CUST-68933,2026-04-23 14:22:15,Books,24.31,Apple Pay,Approved
TXN-100441,CUST-23607,2025-07-05 20:28:57,Electronics,827.95,Credit Card,Approved
TXN-100442,CUST-80539,2026-03-20 16:03:12,Home & Kitchen,210.35,PayPal,Approved
TXN-100443,CUST-49458,2025-09-18 01:13:06,Apparel,145.2,Bank Transfer,Approved
TXN-100444,CUST-89437,2026-04-25 15:25:55,Beauty,180.84,Credit Card,Approved
TXN-100445,CUST-73559,2026-03-09 10:00:21,Home & Kitchen,140.87,Apple Pay,Declined
TXN-100446,CUST-42135,2026-05-12 06:38:24,Apparel,29.92,Apple Pay,Approved
TXN-100447,CUST-36458,2026-02-24 04:33:04,Beauty,178.75,PayPal,Approved
TXN-100448,CUST-52868,2025-10-14 02:01:29,Home & Kitchen,330.14,PayPal,Approved
TXN-100449,CUST-68208,2025-12-01 15:07:10,Apparel,23.12,Credit Card,Approved
TXN-100450,CUST-99764,2026-03-06 03:43:47,Beauty,198.81,Credit Card,Approved
TXN-100451,CUST-66513,2025-06-14 12:02:59,Books,10.43,Credit Card,Approved
TXN-100452,CUST-43073,2025-12-07 06:36:03,Home & Kitchen,171.08,Credit Card,Approved
TXN-100453,CUST-66083,2025-12-17 19:52:34,Electronics,276.15,Apple Pay,Approved
TXN-100454,CUST-33004,2026-02-10 13:20:51,Beauty,107.72,PayPal,Approved
TXN-100455,CUST-68208,2025-09-26 06:30:17,Beauty,33.09,Credit Card,Approved
TXN-100456,CUST-95154,2025-12-31 17:15:50,Electronics,137.55,Bank Transfer,Approved
TXN-100457,CUST-36458,2026-02-17 03:52:01,Books,34.52,Credit Card,Approved
TXN-100458,CUST-82179,2025-10-10 16:58:59,Electronics,837.25,PayPal,Approved
TXN-100459,CUST-21047,2026-01-28 07:03:14,Apparel,62.77,Apple Pay,Approved
TXN-100460,CUST-58415,2026-04-19 07:28:47,Electronics,1038.23,Credit Card,Approved
TXN-100461,CUST-15661,2025-10-06 05:41:13,Apparel,75.73,Credit Card,Approved
TXN-100462,CUST-32979,2025-12-02 12:04:08,Books,33.31,Bank Transfer,Approved
TXN-100463,CUST-95985,2025-11-17 01:58:05,Beauty,55.28,PayPal,Approved
TXN-100464,CUST-88146,2026-03-26 14:56:39,Beauty,172.4,Bank Transfer,Approved
TXN-100465,CUST-74130,2025-08-30 22:16:39,Books,34.1,Bank Transfer,Approved
TXN-100466,CUST-75239,2025-09-05 19:48:57,Electronics,329.37,PayPal,Approved
TXN-100467,CUST-68208,2025-10-14 16:39:17,Home & Kitchen,171.47,Credit Card,Approved
TXN-100468,CUST-28187,2026-01-17 13:52:31,Apparel,26.81,Bank Transfer,Approved
TXN-100469,CUST-95946,2025-07-19 17:52:12,Electronics,1167.28,Apple Pay,Approved
TXN-100470,CUST-31007,2026-05-16 17:02:59,Home & Kitchen,222.83,Bank Transfer,Approved
TXN-100471,CUST-82179,2025-11-24 01:16:36,Electronics,1155.41,Apple Pay,Approved
TXN-100472,CUST-47441,2026-02-15 03:19:49,Apparel,67.29,Apple Pay,Approved
TXN-100473,CUST-45928,2025-10-21 22:41:14,Books,11.4,Apple Pay,Approved
TXN-100474,CUST-48706,2025-06-03 07:00:53,Apparel,47.64,PayPal,Approved
TXN-100475,CUST-48922,2025-10-12 03:46:01,Beauty,168.65,Bank Transfer,Approved
TXN-100476,CUST-18770,2025-12-19 01:39:18,Apparel,36.49,Bank Transfer,Approved
TXN-100477,CUST-38795,2025-06-26 08:06:07,Beauty,49.53,PayPal,Approved
TXN-100478,CUST-74696,2026-05-17 06:36:27,Books,37.01,Apple Pay,Approved
TXN-100479,CUST-15952,2025-12-24 18:02:33,Books,33.5,PayPal,Approved
TXN-100480,CUST-74568,2025-11-07 23:54:37,Beauty,106.94,Credit Card,Approved
TXN-100481,CUST-20694,2025-06-03 20:17:50,Beauty,27.38,Bank Transfer,Approved
TXN-100482,CUST-95154,2025-08-22 08:52:54,Beauty,37.56,Credit Card,Approved
TXN-100483,CUST-66513,2025-09-24 12:20:48,Apparel,119.78,PayPal,Approved
TXN-100484,CUST-61535,2026-01-16 13:50:09,Electronics,128.29,Apple Pay,Approved
TXN-100485,CUST-25296,2025-07-26 22:06:07,Electronics,876.53,Apple Pay,Approved
TXN-100486,CUST-57156,2025-11-17 11:50:32,Books,21.29,Bank Transfer,Approved
TXN-100487,CUST-75453,2025-08-31 04:53:29,Apparel,141.46,Apple Pay,Approved
TXN-100488,CUST-20694,2025-12-16 14:27:39,Home & Kitchen,360.84,Bank Transfer,Approved
TXN-100489,CUST-67299,2026-01-30 15:40:01,Books,24.08,PayPal,Approved
TXN-100490,CUST-94843,2025-11-29 11:30:50,Electronics,361.52,PayPal,Approved
TXN-100491,CUST-67098,2026-02-22 07:42:48,Electronics,515.36,Bank Transfer,Approved
TXN-100492,CUST-15543,2026-01-06 18:46:51,Home & Kitchen,79.35,Apple Pay,Approved
TXN-100493,CUST-34409,2025-06-23 20:54:57,Apparel,91.21,Bank Transfer,Approved
TXN-100494,CUST-21047,2026-01-19 04:07:36,Beauty,58.39,Apple Pay,Approved
TXN-100495,CUST-73310,2025-11-17 00:55:50,Electronics,178.65,Apple Pay,Approved
TXN-100496,CUST-54528,2026-02-25 13:44:54,Electronics,1056.38,Credit Card,Approved
TXN-100497,CUST-43956,2026-05-01 14:07:40,Apparel,106.94,Apple Pay,Approved
TXN-100498,CUST-16165,2025-09-29 17:55:47,Home & Kitchen,304.82,Bank Transfer,Approved
TXN-100499,CUST-91967,2026-03-30 19:04:20,Beauty,167.46,Credit Card,Approved
TXN-100500,CUST-15661,2025-08-16 07:46:09,Books,27.7,Bank Transfer,Approved
TXN-100501,CUST-93094,2026-01-16 18:33:26,Electronics,828.08,PayPal,Approved
TXN-100502,CUST-27967,2025-05-26 08:13:10,Apparel,20.9,Apple Pay,Approved
TXN-100503,CUST-93439,2026-03-21 14:49:34,Beauty,41.1,PayPal,Approved
TXN-100504,CUST-36066,2025-11-03 06:08:34,Home & Kitchen,114.88,Apple Pay,Approved
TXN-100505,CUST-14314,2025-11-06 09:15:35,Books,13.7,PayPal,Approved
TXN-100506,CUST-35855,2025-11-22 02:07:18,Books,36.81,PayPal,Approved
TXN-100507,CUST-99391,2025-10-07 08:15:46,Beauty,141.39,Apple Pay,Approved
TXN-100508,CUST-72200,2025-08-16 08:04:03,Home & Kitchen,70.69,PayPal,Approved
TXN-100509,CUST-57513,2026-02-01 03:40:31,Electronics,680.5,PayPal,Approved
TXN-100510,CUST-20694,2026-01-08 08:55:14,Apparel,95.82,Bank Transfer,Approved
TXN-100511,CUST-67003,2025-06-13 05:16:10,Apparel,30.45,Apple Pay,Approved
TXN-100512,CUST-74500,2025-08-31 02:48:33,Apparel,20.86,Apple Pay,Approved
TXN-100513,CUST-15543,2026-04-29 14:31:12,Electronics,856.87,Credit Card,Approved
TXN-100514,CUST-23943,2025-09-04 15:30:21,Home & Kitchen,189.13,Apple Pay,Approved
TXN-100515,CUST-73559,2025-09-08 12:18:25,Beauty,23.65,Bank Transfer,Approved
TXN-100516,CUST-65616,2025-12-21 11:18:42,Home & Kitchen,392.48,Credit Card,Approved
TXN-100517,CUST-29543,2025-10-07 10:48:19,Books,48.27,Apple Pay,Approved
TXN-100518,CUST-15138,2026-05-05 10:38:49,Home & Kitchen,369.43,Apple Pay,Approved
TXN-100519,CUST-50956,2026-05-18 05:55:17,Apparel,25.55,Credit Card,Approved
TXN-100520,CUST-75453,2025-07-10 11:36:10,Books,43.58,PayPal,Approved
TXN-100521,CUST-76355,2025-08-14 11:31:45,Beauty,170.69,PayPal,Approved
TXN-100522,CUST-72228,2025-07-25 18:46:06,Home & Kitchen,302.08,PayPal,Approved
TXN-100523,CUST-29543,2025-11-02 18:25:55,Home & Kitchen,141.66,Apple Pay,Approved
TXN-100524,CUST-52497,2025-09-05 00:32:40,Home & Kitchen,110.96,Bank Transfer,Approved
TXN-100525,CUST-30635,2026-01-25 15:17:51,Electronics,1136.67,Bank Transfer,Approved
TXN-100526,CUST-88388,2026-04-12 18:18:20,Apparel,149.41,Credit Card,Approved
TXN-100527,CUST-87394,2025-06-19 09:48:32,Apparel,37.09,Bank Transfer,Approved
TXN-100528,CUST-13097,2025-06-02 21:21:24,Electronics,1028.27,PayPal,Approved
TXN-100529,CUST-18676,2025-07-04 06:39:26,Home & Kitchen,21.06,Bank Transfer,Approved
TXN-100530,CUST-87394,2025-09-14 12:44:27,Home & Kitchen,47.36,Bank Transfer,Approved
TXN-100531,CUST-57068,2025-07-12 05:05:20,Home & Kitchen,43.83,PayPal,Approved
TXN-100532,CUST-30635,2025-10-29 01:06:06,Apparel,66.14,Apple Pay,Approved
TXN-100533,CUST-66004,2025-10-04 02:33:51,Apparel,78.29,Bank Transfer,Approved
TXN-100534,CUST-38041,2026-02-13 23:31:53,Beauty,182.65,Bank Transfer,Approved
TXN-100535,CUST-76355,2026-05-12 12:19:46,Beauty,127.78,Credit Card,Approved
TXN-100536,CUST-18676,2026-05-16 08:45:52,Home & Kitchen,251.48,Bank Transfer,Approved
TXN-100537,CUST-75239,2025-10-24 22:10:35,Home & Kitchen,202.68,Apple Pay,Approved
TXN-100538,CUST-24866,2026-01-14 06:00:11,Home & Kitchen,221.55,PayPal,Approved
TXN-100539,CUST-32979,2025-07-11 14:59:42,Books,37.65,Apple Pay,Approved
TXN-100540,CUST-17795,2026-01-02 07:19:59,Beauty,189.2,PayPal,Approved
TXN-100541,CUST-57442,2026-04-12 01:02:19,Books,25.85,PayPal,Approved
TXN-100542,CUST-12004,2026-04-12 14:05:38,Apparel,89.0,Apple Pay,Approved
TXN-100543,CUST-82179,2025-07-14 12:15:42,Electronics,265.67,Bank Transfer,Approved
TXN-100544,CUST-74696,2025-07-23 23:41:35,Beauty,97.05,Credit Card,Approved
TXN-100545,CUST-69638,2026-04-18 17:11:52,Beauty,182.76,Bank Transfer,Approved
TXN-100546,CUST-20694,2026-02-03 00:34:17,Electronics,970.38,Credit Card,Approved
TXN-100547,CUST-58415,2026-02-26 19:12:31,Beauty,29.4,Bank Transfer,Approved
TXN-100548,CUST-36066,2025-06-17 21:56:06,Apparel,145.67,Bank Transfer,Approved
TXN-100549,CUST-75453,2026-01-05 05:35:02,Electronics,207.32,Credit Card,Approved
TXN-100550,CUST-74568,2025-06-01 16:25:18,Apparel,21.37,PayPal,Approved
TXN-100551,CUST-49391,2026-02-17 10:21:50,Home & Kitchen,65.8,Credit Card,Approved
TXN-100552,CUST-60755,2026-03-10 13:35:30,Apparel,91.0,Apple Pay,Approved
TXN-100553,CUST-73559,2025-09-18 22:34:05,Home & Kitchen,303.26,Credit Card,Approved
TXN-100554,CUST-67908,2025-05-25 09:00:13,Home & Kitchen,66.63,Apple Pay,Approved
TXN-100555,CUST-69556,2026-02-16 00:37:06,Books,11.74,Credit Card,Approved
TXN-100556,CUST-96745,2026-05-23 23:12:58,Beauty,72.2,Credit Card,Approved
TXN-100557,CUST-96218,2026-01-05 23:25:19,Apparel,49.37,Bank Transfer,Approved
TXN-100558,CUST-79239,2025-10-05 00:28:06,Beauty,93.58,Bank Transfer,Approved
TXN-100559,CUST-85732,2025-09-21 11:37:04,Electronics,970.8,Apple Pay,Approved
TXN-100560,CUST-33004,2026-03-16 20:50:45,Books,43.45,Apple Pay,Approved
TXN-100561,CUST-59544,2026-05-13 03:06:47,Home & Kitchen,380.53,Apple Pay,Approved
TXN-100562,CUST-61720,2025-10-04 15:44:31,Books,30.07,Credit Card,Approved
TXN-100563,CUST-60405,2025-08-13 01:02:02,Apparel,98.76,Bank Transfer,Approved
TXN-100564,CUST-36254,2026-05-23 06:35:47,Books,48.7,Bank Transfer,Approved
TXN-100565,CUST-80252,2025-10-27 11:58:07,Apparel,132.86,Credit Card,Approved
TXN-100566,CUST-96542,2025-11-01 21:46:01,Home & Kitchen,220.74,PayPal,Approved
TXN-100567,CUST-65634,2025-09-14 20:16:26,Beauty,18.29,Apple Pay,Approved
TXN-100568,CUST-79792,2026-02-13 01:30:32,Books,23.25,Apple Pay,Approved
TXN-100569,CUST-27160,2026-05-18 04:18:21,Electronics,435.83,PayPal,Approved
TXN-100570,CUST-79239,2025-11-11 16:54:41,Apparel,77.02,Credit Card,Declined
TXN-100571,CUST-34409,2026-04-01 14:55:10,Apparel,113.14,Bank Transfer,Approved
TXN-100572,CUST-48922,2025-10-17 14:25:56,Electronics,625.0,PayPal,Approved
TXN-100573,CUST-72200,2025-10-25 11:43:20,Electronics,1102.31,Credit Card,Approved
TXN-100574,CUST-33004,2026-03-13 07:36:27,Apparel,119.53,Credit Card,Approved
TXN-100575,CUST-96542,2026-05-13 22:14:50,Home & Kitchen,321.36,PayPal,Approved
TXN-100576,CUST-92748,2026-02-24 03:13:57,Electronics,399.6,Apple Pay,Approved
TXN-100577,CUST-93094,2026-02-05 17:31:51,Apparel,62.31,Bank Transfer,Approved
TXN-100578,CUST-57513,2026-03-22 11:18:44,Electronics,859.86,Bank Transfer,Approved
TXN-100579,CUST-88790,2026-04-25 01:02:36,Home & Kitchen,359.8,Apple Pay,Approved
TXN-100580,CUST-61720,2026-05-07 12:58:12,Apparel,42.72,Bank Transfer,Approved
TXN-100581,CUST-74568,2025-12-04 11:47:10,Books,25.84,PayPal,Approved
TXN-100582,CUST-65634,2025-10-12 22:48:55,Electronics,215.39,Apple Pay,Approved
TXN-100583,CUST-79792,2025-05-26 21:23:52,Beauty,114.74,Apple Pay,Approved
TXN-100584,CUST-38839,2025-12-02 18:24:30,Apparel,93.75,PayPal,Approved
TXN-100585,CUST-74130,2025-10-01 02:16:04,Beauty,77.16,Bank Transfer,Approved
TXN-100586,CUST-69556,2025-05-24 10:58:07,Electronics,1014.38,PayPal,Approved
TXN-100587,CUST-50752,2026-05-22 01:25:02,Home & Kitchen,227.66,Apple Pay,Approved
TXN-100588,CUST-45928,2025-09-13 15:01:36,Electronics,301.06,PayPal,Approved
TXN-100589,CUST-73436,2026-04-29 17:27:13,Beauty,63.7,Credit Card,Approved
TXN-100590,CUST-15543,2025-05-30 01:48:15,Apparel,114.08,Credit Card,Approved
TXN-100591,CUST-43003,2025-10-02 18:05:25,Electronics,980.89,Apple Pay,Approved
